Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/Gate-Drivers_Texas-Instruments-UCC27712DR_C485818.html?s_z=n_UCC27712DR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "UCC27712DR"; VariantName = "[No Variations]"
Change component parameters: Designator = "IC301" ("IC301"); Footprint = "SOIC127P600X175-8N"; UniqueID = "\BZQUTMRZ" ("\BZQUTMRZ")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "UCC27712DR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121944_Texas-Instruments-UCC27712DR_C485818.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1.75mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C485818"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/Gate-Drivers_Texas-Instruments-UCC27712DR_C485818.html?s_z=n_UCC27712DR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/Gate-Drivers_Texas-Instruments-UCC27712DR_C485818.html?s_z=n_UCC27712DR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "UCC27712DR"; VariantName = "[No Variations]"
Change component parameters: Designator = "IC302" ("IC302"); Footprint = "SOT65P210X110-6N"; UniqueID = "\UWKCUTXK" ("\UWKCUTXK")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "NCS213RSQT2G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "http://www.onsemi.com/pub/Collateral/NCS210R-D.PDF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1.1mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "863-NCS213RSQT2G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/Current-Sense-Amplifiers_onsemi-NCS213RSQT2G_C603835.html?s_z=n_NCS213RSQT2G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/Current-Sense-Amplifiers_onsemi-NCS213RSQT2G_C603835.html?s_z=n_NCS213RSQT2G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "onsemi"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "NCS213RSQT2G"; VariantName = "[No Variations]"
Change component parameters: Designator = "J106" ("J106"); Footprint = "TST-110-XX-Y-D"; UniqueID = "\HTSSDTZC" ("\HTSSDTZC")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "TST-110-01-T-D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "http://suddendocs.samtec.com/prints/tst-1xx-xx-x-x-xx-xx-mkt.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C492444"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/IDC-Connectors_XFCN-BH254V-20P_C492444.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/IDC-Connectors_XFCN-BH254V-20P_C492444.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "SAMTEC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "BH254V-20P"; VariantName = "[No Variations]"
Change component parameters: Designator = "J107" ("J107"); Footprint = "LD09S24A4GV00LF"; UniqueID = "\ANQYEEPB" ("\ANQYEEPB")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LD09S24A4GV00LF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2501031530_CONNFLY-Elec-DS1034-09FUNSi44_C77831.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "12.39mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C77831"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/D-Sub-VGA-Connectors_CONNFLY-Elec-DS1034-09FUNSi44_C77831.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Amphenol Communications Solutions"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser Price/Stock"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "DS1034-09FUNSi44"; VariantName = "[No Variations]"
Change component parameters: Designator = "J110" ("J110"); Footprint = "10119313301TLF"; UniqueID = "\XMBGYIKZ" ("\XMBGYIKZ")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2311032126_hanxia-HX-MINI5P-T_C19189146.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "9.7mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C19189146"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/USB-Connectors_hanxia-HX-MINI5P-T_C19189146.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/USB-Connectors_hanxia-HX-MINI5P-T_C19189146.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "hanxia"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "HX MINI5P T"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED100" ("LED100"); Footprint = "LEDC1608X80N"; UniqueID = "\JXVOEPQK" ("\JXVOEPQK")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121310_XINGLIGHT-XL-1608UGC-04_C965804.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C965804"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UGC-04_C965804.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UGC-04_C965804.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608UGC-04"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED101" ("LED101"); Footprint = "LEDC1608X80N"; UniqueID = "\SLAKRPCQ" ("\SLAKRPCQ")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121441_XINGLIGHT-XL-1608UVC-04_C7371898.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lcsc Part Number"; Value = "C7371898"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lcsc Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UVC-04_C7371898.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UVC-04_C7371898.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "XINGLIGHT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608UVC-04"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED102" ("LED102"); Footprint = "LEDC1608X80N"; UniqueID = "\WYHTIFDD" ("\WYHTIFDD")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121310_XINGLIGHT-XL-1608UBC-04_C965807.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C965807"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UBC-04_C965807.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UBC-04_C965807.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608UBC-04"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED103" ("LED103"); Footprint = "LEDC1608X80N"; UniqueID = "\IVMWDYNM" ("\IVMWDYNM")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121258_XINGLIGHT-XL-1608BGWC-06_C965809.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lcsc Part Number"; Value = "C965809"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lcsc Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608BGWC-06_C965809.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608BGWC-06_C965809.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "XINGLIGHT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608BGWC-06"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED104" ("LED104"); Footprint = "LEDC1608X80N"; UniqueID = "\UMYJSTLE" ("\UMYJSTLE")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121258_XINGLIGHT-XL-1608WYC-06_C7371907.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lcsc Part Number"; Value = "C7371907"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lcsc Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608WYC-06_C7371907.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608WYC-06_C7371907.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "XINGLIGHT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608WYC-06"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED105" ("LED105"); Footprint = "LEDC1608X80N"; UniqueID = "\CTSFCLEQ" ("\CTSFCLEQ")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121310_XINGLIGHT-XL-1608UGC-04_C965804.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C965804"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UGC-04_C965804.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UGC-04_C965804.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608UGC-04"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED106" ("LED106"); Footprint = "LEDC1608X80N"; UniqueID = "\VIFUTGWT" ("\VIFUTGWT")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2410121310_XINGLIGHT-XL-1608UBC-04_C965807.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C965807"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UBC-04_C965807.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608UBC-04_C965807.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Lite-On"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608UBC-04"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED107" ("LED107"); Footprint = "LEDC1608X80N"; UniqueID = "\FJMXYQXK" ("\FJMXYQXK")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2402181505_XINGLIGHT-XL-1608SURC-06_C965799.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C965799"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608SURC-06_C965799.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608SURC-06_C965799.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "XINGLIGHT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608SURC-06"; VariantName = "[No Variations]"
Change component parameters: Designator = "LED108" ("LED108"); Footprint = "LEDC1608X80N"; UniqueID = "\VNBJJXBC" ("\VNBJJXBC")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "LTST-C190KGKT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Arrow Price/Stock"; Value = "https://www.arrow.com/en/products/ltst-c190kgkt/lite-on-technology?region=europe"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2402181505_XINGLIGHT-XL-1608SURC-06_C965799.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C965799"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608SURC-06_C965799.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/LED-Indication-Discrete_XINGLIGHT-XL-1608SURC-06_C965799.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "XINGLIGHT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "XL-1608SURC-06"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q300" ("Q300"); Footprint = "IPB240N04S4R9ATMA1"; UniqueID = "\QBLEJTZH" ("\QBLEJTZH")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2409301305_Infineon-Technologies-IPB180N04S4-01_C536569.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "4mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C536569"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Infineon Technologies"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q301" ("Q301"); Footprint = "IPB240N04S4R9ATMA1"; UniqueID = "\XLZTPHAC" ("\XLZTPHAC")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2409301305_Infineon-Technologies-IPB180N04S4-01_C536569.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "4mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C536569"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Infineon Technologies"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q302" ("Q302"); Footprint = "IPB240N04S4R9ATMA1"; UniqueID = "\RZMGKZHI" ("\RZMGKZHI")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2409301305_Infineon-Technologies-IPB180N04S4-01_C536569.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "4mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C536569"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Infineon Technologies"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q303" ("Q303"); Footprint = "IPB240N04S4R9ATMA1"; UniqueID = "\TBBNGLCA" ("\TBBNGLCA")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2409301305_Infineon-Technologies-IPB180N04S4-01_C536569.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "4mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C536569"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/MOSFETs_Infineon-Technologies-IPB180N04S4-01_C536569.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Infineon Technologies"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "IPB180N04S4-01"; VariantName = "[No Variations]"
Change component parameters: Designator = "R304" ("R304"); Footprint = "WSL27263L000FEA"; UniqueID = "\BBZBVBNH" ("\BBZBVBNH")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = "WSL27263L000FEA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2411272144_Shenzhen-Yezhan-Elec--SBB-K-3J-n-t1_C503796.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "2.99mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C503796"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/Current-Sense-Resistors-Shunt-Resistors_Shenzhen-Yezhan-Elec-SBB-K-3J-n-t1_C503796.html?s_z=n_shunt"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/Current-Sense-Resistors-Shunt-Resistors_Shenzhen-Yezhan-Elec-SBB-K-3J-n-t1_C503796.html?s_z=n_shunt"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "Shenzhen Yezhan Elec."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "SBB-K-3J-n-t1"; VariantName = "[No Variations]"
Change component parameters: Designator = "R305" ("R305"); Footprint = "RESC1608X06N"; UniqueID = "\MCAIOUCV" ("\MCAIOUCV")
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_YAGEO-RC0603FR-076K8L_C114632.html?s_z=n_YAGEO%20RC0603FR-076K8L"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "RC0603FR-076K8L"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "6K8"; VariantName = "[No Variations]"
Change component parameters: Designator = "S100" ("S100"); Footprint = "TS18525SL260SMTTR"; UniqueID = "\OEGGQBPV" ("\OEGGQBPV")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2412091245_G-Switch-GT-TC084B-H015-L5_C778173.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "2.7mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Number"; Value = "C778173"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Price/Stock"; Value = "https://www.lcsc.com/product-detail/Tactile-Switches_G-Switch-GT-TC084B-H015-L5_C778173.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Link"; Value = "https://www.lcsc.com/product-detail/Tactile-Switches_G-Switch-GT-TC084B-H015-L5_C778173.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Name"; Value = "G-Switch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "MPN"; Value = "GT-TC084B-H015-L5"; VariantName = "[No Variations]"
Change component parameters: Designator = "S101" ("S101"); Footprint = "TS18525SL260SMTTR"; UniqueID = "\NHIYCTOG" ("\NHIYCTOG")
Change component parameters (AddParameter): Name = "Arrow Part Number"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet Link"; Value = "https://www.lcsc.com/datasheet/lcsc_datasheet_2412091245_G-Switch-GT-TC084B-H015-L5_C778173.pdf"; VariantName = "[No Variations]"
